the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,SiteID,BenchID,Category,BenchType,Installati,Address,GeocodeAdd,Street,CrossStree,Borough,ComDist,BusRoute,BID,Latitude,Longitude,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.92692489530697 40.82609131733839),2,Bronx,204,8,84,29,15,3429,2271,Bus Route,backed,02/04/2017,810 River Avenue,810 River Avenue,River Avenue,E 153rd Street & E 157th Street,Bronx,204,BX13,Not Applicable,40.8260913173,-73.9269248953,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.90703580010124 40.88669100857826),2,Bronx,208,11,81,34,16,3867,258,Senior Safety,backed 2,09/01/2017,3700 Riverdale Avenue,3700 Riverdale Avenue,Riverdale Avenue,W 236th Street & Fieldstone Road,Bronx,208,Not Applicable,Not Applicable,40.8866910086,-73.9070358001,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90419757502119 40.855067711986635),2,Bronx,205,14,86,33,15,2417,994,Senior Center,backed,03/19/2014,80 E. 181st Street,80 E. 181st Street,E. 181st Street,Morris Avenue and Walton Avenue,Bronx,205,Not Applicable,Not Applicable,40.855076,-73.904199,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89671757709719 40.862389710772064),2,Bronx,205,15,78,33,15,1195,256,BID,backed,10/22/2012,204 East Fordham Road,204 East Fordham Road,East Fordham Road,Grand Concourse and Valentine Avenue,Bronx,205,Not Applicable,Fordham Road,40.862398,-73.896719,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88035658349808 40.83955671396628),2,Bronx,206,17,87,32,15,2705,1404,Municipal Facilities,backed,09/10/2014,1970 West Farms Road,1970 West Farms Road,West Farms Road,East Tremont Avenue & Rodman Place,Bronx,206,Not Applicable,Not Applicable,40.839565,-73.880358,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.8902095821767 40.81889871835808),2,Bronx,202,17,85,32,15,1781,1033,General,backed,11/14/2013,1012 Garrison Avenue & 891 Hunts Point Avenue,891 Hunts Point Avenue,Hunts Point Avenue,Garrison Avenue and Seneca Avenue,Bronx,202,Not Applicable,Not Applicable,40.818907,-73.890211,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91476957389455 40.83350271690897),2,Bronx,204,16,77,33,15,3639,41,Senior Safety,backed 2,03/25/2017,252 E. 167th Street,252 E. 167th Street,E. 167th Street,Grant Avenue & Morris Avenue,Bronx,204,Not Applicable,Not Applicable,40.833511,-73.914771,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89229257704223 40.89585670424551),2,Bronx,226,11,81,34,16,3600,34,Bus Route,backed 2,03/11/2017,Van Cortland Park,5983 Broadway,Broadway,Manhattan College Parkway & W 242nd Street,Bronx,208,BX09,Not Applicable,40.895865,-73.892294,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9046965774422 40.81737471959489),2,Bronx,201,17,84,29,15,3865,315,General,backed,08/23/2017,Abigail Playground,800 E 156th Street,Tinton Avenue,Tinton Avenue & Union Avenue,Bronx,201,Not Applicable,Not Applicable,40.817383,-73.904698,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92849556976103 40.8290267184749),2,Bronx,204,16,84,29,15,3181,1954,AAR,backed,10/01/2015,1 E. 161st Street,1 E. 161st Street,161st Street,Macombs Dam Bridge & River Avenue,Bronx,204,Not Applicable,Not Applicable,40.829035,-73.928497,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.88403097584299 40.87410498922492),2,Bronx,207,11,78,36,13,1796,319,General,backed,03/27/2013,259 East 204th Street,259 East 204th Street,East 204th Street,Valentine Avenue & E Mosholu Pkwy,Bronx,207,Not Applicable,Not Applicable,40.8741049892,-73.8840309758,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9019985740444 40.882858706345445),2,Bronx,208,11,81,33,13,3746,216,BID,backed,08/01/2017,5740 Broadway,5740 Broadway,Broadway,W 236th Street & W 234th Street,Bronx,208,Not Applicable,Kingsbridge,40.882867,-73.902,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.87904758243687 40.87349070751447),2,Bronx,207,11,80,36,13,1969,612,General,backed,07/02/2013,283 East 204th Street,283 East 204th Street,East 204th Street,East 205th Street & Perry Avenue,Bronx,207,Not Applicable,Not Applicable,40.873499,-73.879049,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86068859151428 40.81729671788821),2,Bronx,209,18,85,34,15,3590,131,Municipal Facilities,backed 2,07/06/2017,1846 Randall Avenue,1846 Randall Avenue,Thieriot Avenue,Thieriot Avenue & Leland Avenue,Bronx,209,Not Applicable,Not Applicable,40.817305,-73.86069,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.8875615804258 40.86784570953693),2,Bronx,207,15,78,34,13,3978,9999,Senior Center,backed,03/06/2018,323 E 198th Street,323 E 198th Street,E 198th Street,Bainbridge Ave & Pond Place,Bronx,207,Not Applicable,Not Applicable,40.867854,-73.887563,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88718558188054 40.83828971509437),2,Bronx,203,17,79,32,15,3527,558,Municipal Facilities,backed 2,05/26/2017,1778 Southern Boulevard,1778 Southern Boulevard,Boston Road & E. 175th Street,Boston Road,Bronx,203,Not Applicable,Not Applicable,40.838298,-73.887187,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83390259699092 40.874082706436425),2,Bronx,210,12,82,36,16,1352,343,General,backed,01/11/2013,750 Baychester Avenue,750 Baychester Avenue,Baychester Avenue,Aldrich Street and Donizetti Place,Bronx,210,Not Applicable,Not Applicable,40.874091,-73.833904,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.86596000723954 40.82323970090984),2,Bronx,209,18,85,32,15,1168,344,Senior Center,backed,01/11/2013,1776 Story Avenue,1776 Story Avenue,Story Avenue,Rosedale Avenue and Taylor Avenue,Bronx,209,Not Applicable,Not Applicable,40.8232397009,-73.8659600072,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.90055957906446 40.8222487185465),2,Bronx,203,17,79,32,15,4122,617,Bus Route,backless 2,07/12/2018,951 Prospect Avenue,849 East 163rd Street,East 163rd Street,Prospect Avenue & Union Avenue,Bronx,202,BX6,Not Applicable,40.822257,-73.900561,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84408359527316 40.84226871291714),2,Bronx,210,13,82,34,14,4126,496,General,backed 2,04/04/2019,1400 Williamsbridge Road,1400 Williamsbridge Road,Williamsbridge Road,East Tremont Avenue & Williamsbridge Road,Bronx,210,Not Applicable,Westchester Square,40.842277,-73.844085,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.92035957211542 40.831054717441305),2,Bronx,204,16,77,32,15,2311,1656,General,backless,01/08/2014,1040 Grand Concourse,1040 Grand Concourse,Grand Concourse,E165th & E166th Street,Bronx,204,BX1,Not Applicable,40.831063,-73.920361,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89516557847357 40.858822711203274),2,Bronx,205,15,86,33,15,2725,1024,Municipal Facilities,backed,09/03/2014,2400 Marion Avenue,2400 Marion Avenue,Marion Avenue,East 184th Street & East 187th Street,Bronx,205,Not Applicable,Not Applicable,40.858831,-73.895167,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9175405720102 40.840173715178814),2,Bronx,204,16,77,29,15,3479,19,Bus Route,backless 2,02/04/2017,1 E 170th Street,1 E 170th Street,E 170th Street,Jerome Avenue & Townsend Avenue,Bronx,204,BX11,Not Applicable,40.840182,-73.917542,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8638765875424 40.86439470888233),2,Bronx,211,13,80,34,14,3128,441,General,backed,01/06/2015,2550 Boston Road,2550 Boston Road,Boston Road,Wallace Avenue & Barnes Avenue,Bronx,211,Not Applicable,Not Applicable,40.864403,-73.863878,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8935095806114 40.81796871906509),2,Bronx,202,17,85,32,15,2137,878,Community Health Centers,backed,09/11/2013,853 Tiffany Street,853 Tiffany Street,Tiffany Street,Bruckner and Southern Boulevards,Bronx,202,Not Applicable,Not Applicable,40.817977,-73.893511,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.8965795802176 40.82097971818753),2,Bronx,202,17,85,32,15,4120,615,Bus Route,backless 2,07/12/2018,934 East 163rd Street,938 East 163rd Street,East 163rd Street,Intervale Avenue & Kelly Street,Bronx,202,BX6,Not Applicable,40.820988,-73.896581,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.92683656962967 40.832697717059574),2,Bronx,204,8,77,29,15,2659,1182,Municipal Facilities,backed,08/07/2014,1020 Anderson Avenue,1020 Anderson Avenue,Anderson Avenue,W. 164th Street and W. 165th Street,Bronx,204,Not Applicable,Not Applicable,40.832706,-73.926838,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88867142115105 40.85824245736332),2,Bronx,206,15,78,33,15,3426,1773,Municipal Facilities,backed,08/09/2016,2465 Bathgate Avenue,2465 Bathgate Avenue,Bathgate Avenue,188th Street & 189th Street,Bronx,206,Not Applicable,Not Applicable,40.8582424574,-73.8886714212,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84084959391758 40.88858370386462),2,Bronx,212,12,83,36,16,2522,941,Municipal Facilities,backed,06/23/2014,1255 E 233rd Street,1255 E 233rd Street,E 233rd Street,Wider Avenue and DeReimer Avenue,Bronx,212,Not Applicable,Not Applicable,40.888592,-73.840851,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88722358193723 40.83719771468678),2,Bronx,203,17,79,32,15,2877,1272,Municipal Facilities,backless,12/03/2014,931 E. 174th Street,931 E. 174th Street,Hoe Avenue,Hoe Avenue and Southern Blvd.,Bronx,203,BX36,Not Applicable,40.837206,-73.887225,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92188557209461 40.808686721729195),2,Bronx,201,8,84,29,15,3449,2302,Municipal Facilities,backed,06/10/2016,423 E 138th Street,423 E 138th Street,E 138th Street,Willis Avenue & Brook Avenue,Bronx,201,Not Applicable,Not Applicable,40.808695,-73.921887,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.92031274198166 40.847075747489086),2,Bronx,205,14,77,29,15,1754,1092,General,backed,02/04/2014,1605 University Avenue,1605 University Avenue,University Avenue,W174th Street & W175th Street,Bronx,205,Not Applicable,Not Applicable,40.8470757475,-73.920312742,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.907894577072 40.81640271943624),2,Bronx,201,17,79,32,15,3122,1676,General,backed,08/06/2015,671 Westchester Avenue,671 Westchester Avenue,Westchester Avenue,Cauldwell Avenue & Forest Avenue,Bronx,201,Not Applicable,Not Applicable,40.816411,-73.907896,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90257157515416 40.87440270844859),2,Bronx,208,14,81,33,13,2701,1392,Municipal Facilities,backed,07/30/2014,2880 Kingsbridge Terrace,2880 Kingsbridge Terrace,Kingsbridge Terrace,West 229th Street & West 230th Street,Bronx,208,Not Applicable,Not Applicable,40.874411,-73.902573,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89872057728151 40.86222671103118),2,Bronx,205,14,86,33,15,1945,539,BID,backed,05/07/2013,114 East Fordham Road,114 East Fordham Road,East Fordham Rd & 188th Street,E. Fordham Road & 188th Street,Bronx,205,Not Applicable,Fordham Road,40.862235,-73.898722,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92310057175351 40.81007672176939),2,Bronx,201,8,84,29,15,2699,1173,Municipal Facilities,backed,08/14/2014,383 East 139th Street,383 East 139th Street,East 139th Street,Alexander Avenue & Willis Avenue,Bronx,201,Not Applicable,Not Applicable,40.810085,-73.923102,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.85336459321752 40.822656716675574),2,Bronx,209,18,87,34,15,3595,71,Municipal Facilities,backed 2,07/06/2017,2060 Lafayette Avenue,2060 Lafayette Avenue,Lafayette Avenue,Olmsted Avenue & Pugsley Avenue,Bronx,209,Not Applicable,Not Applicable,40.822665,-73.853366,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.89190958161282 40.82431271760745),2,Bronx,202,17,85,32,15,1578,416,General,backed,01/14/2013,1051 Southern Blvd,,Southern Blvd,Westchester Avenue and Aldus Street,Bronx,202,Not Applicable,Not Applicable,40.824321,-73.891911,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85494759184226 40.84869171215935),2,Bronx,211,13,82,34,14,2537,1802,Municipal Facilities,backless,06/24/2014,1041 Morris Park Avenue,1041 Morris Park Avenue,Morris Park Avenue,Hone Avenue and Paulding Avenue,Bronx,211,BX21,Not Applicable,40.8487,-73.854949,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91871257301452 40.81841471978926),2,Bronx,201,17,84,29,15,3385,2308,Municipal Facilities,backed,06/08/2016,629 Courtlandt Avenue,629 Courtlandt Avenue,Cortlandt Avenue,151st Street & 152nd Street,Bronx,201,Not Applicable,Not Applicable,40.818423,-73.918714,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92104561923679 40.814296128810895),2,Bronx,201,8,84,29,15,2140,714,Community Health Centers,backed,09/09/2013,2737-2741 3rd Avenue,2737-2741 3rd Avenue,3rd Avenue,East 145th and 146th Streets,Bronx,201,Not Applicable,Not Applicable,40.8142961288,-73.9210456192,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.89477158004343 40.83118571688187),2,Bronx,203,17,79,32,15,2732,1534,Municipal Facilities,backed,10/02/2014,1330 Bristow Street,1330 Bristow Street,Bristow Street,Freeman Street and Jennings Street,Bronx,203,Not Applicable,Not Applicable,40.831194,-73.894773,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90720557434808 40.860215711152215),2,Bronx,207,14,86,33,15,2566,822,Municipal Facilities,backless,06/27/2014,2260 University Avenue,2260 University Avenue,University Avenue,183rd Street and W. Fordham Road,Bronx,207,BX03,Not Applicable,40.860224,-73.907207,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91396457312288 40.84999171376006),2,Bronx,205,14,86,29,15,2569,787,Municipal Facilities,backless,06/30/2014,135 W Tremont Avenue,135 W Tremont Avenue,Tremont Avenue,Harrison Avenue and Grace Avenue,Bronx,205,BX36,Not Applicable,40.85,-73.913966,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89927558000532 40.8134947203745),2,Bronx,202,8,85,32,15,42,1338,Bus Route,backless,05/16/2012,700 Southern Boulevard,700 Southern Boulevard,Southern Boulevard,Leggett Avenue and East 156th Street,Bronx,202,BX19,Not Applicable,40.813503,-73.899277,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90613557537222 40.844647714115105),2,Bronx,204,15,86,33,15,2100,738,Community Health Centers,backed,08/08/2013,262 East 174th Street,262 East 174th Street,East 174th Street,Monroe and Topping Avenues,Bronx,204,Not Applicable,Not Applicable,40.844656,-73.906137,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92119457280616 40.8063427222613),2,Bronx,201,8,84,29,15,2652,553,Municipal Facilities,backed,08/14/2014,165 Brown Place,165 Brown Place,Brown Place,135th Street and 136th Street,Bronx,201,Not Applicable,Not Applicable,40.806351,-73.921196,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.90175857642355 40.86184171086834),2,Bronx,205,14,86,33,15,3520,54,Municipal Facilities,backed 2,07/03/2017,2424 Jerome Avenue,2424 Jerome Avenue,Jerome Avenue,Frodham Road & W. 184th Street,Bronx,205,Not Applicable,Not Applicable,40.86185,-73.90176,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92031274198166 40.847075747489086),2,Bronx,205,14,77,29,15,1754,1117,General,backed,02/04/2014,1605 University Avenue,1605 University Avenue,University Avenue,W174th Street & W175th Street,Bronx,205,Not Applicable,Not Applicable,40.8470757475,-73.920312742,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83137459881101 40.84567971145667),2,Bronx,210,13,82,34,14,3226,2078,General,backed,05/05/2016,1710 Crosby Avenue,1710 Crosby Avenue,Crosby Avenue,Roberts Avenue & Buhre Avenue,Bronx,210,Not Applicable,Not Applicable,40.845688,-73.831376,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86348558815703 40.86617570860669),2,Bronx,211,13,80,36,14,2524,1343,Municipal Facilities,backed,06/24/2014,2740 Barnes Avenue,2740 Barnes Avenue,Barnes Avenue,Allerton Avenue and Arnow Avenue,Bronx,211,Not Applicable,Not Applicable,40.866184,-73.863487,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8256796021932 40.83007571466048),2,Bronx,210,13,82,34,14,1395,517,General,backless,03/26/2013,3552 East Tremont Avenue,3552 East Tremont Avenue,East Tremont Avenue,LaFayette Avenue & Sommer Place,Bronx,210,BX40,Not Applicable,40.830084,-73.825681,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90993957134033 40.88581770673675),2,Bronx,208,11,81,34,16,2102,884,General,backed,10/24/2013,3503 Johnson Avenue,3503 Johnson Avenue,Johnson Avenue,W235th Street & W236th Street,Bronx,208,Not Applicable,Not Applicable,40.885826,-73.909941,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89219057915763 40.860869710933564),2,Bronx,206,15,78,34,15,1204,0,BID,backless,,2492 Webster Avenue,2492 Webster Avenue,Webster Avenue,E 189th Street and East Fordham Road,Bronx,206,BX41,Fordham Road,40.860878,-73.892192,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88329258143575 40.87171670859838),2,Bronx,207,11,80,36,13,3415,1750,General,backless,06/14/2016,3011 Bainbridge Avenue,3011 Bainbridge Avenue,Bainbridge Avenue,E Mosholu Parkway S & E 201st Street,Bronx,207,BX34,Not Applicable,40.871725,-73.883294,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91474657393604 40.83213571735526),2,Bronx,204,16,77,32,15,3217,1856,General,backed,09/18/2015,1150 Morris Avenue,270 E. 167th Street,East 167th Street and College,E. 167th Street and E. 166th Street,Bronx,204,BX32,Not Applicable,40.832144,-73.914748,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91882957274275 40.81465672053184),2,Bronx,201,8,84,29,15,3182,1892,AAR,backed,10/01/2015,487 Willis Avenue,487 Willis Avenue,Willis Avenue,E 146th Street & E 147th Street,Bronx,201,Not Applicable,Not Applicable,40.814665,-73.918831,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.89045658100868 40.83589171516092),2,Bronx,203,17,79,33,15,2887,1232,Municipal Facilities,backless,12/03/2014,1619 Boston Road,1619 Boston Road,Boston Road,Seabury Place and E. 173rd Street,Bronx,203,BX21,Not Applicable,40.8359,-73.890458,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89891057890925 40.82039471905407),2,Bronx,202,17,85,32,15,2731,1321,Municipal Facilities,backed,09/15/2014,888 Rev James A Polite Avenue,888 Rev James A Polite Avenue,Rev James A Polite Avenue,Dawson Street and Westchester Avenue,Bronx,202,Not Applicable,Not Applicable,40.820403,-73.898912,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85665459294528 40.81506071832987),2,Bronx,209,18,85,34,15,2890,2028,Municipal Facilities,backless,12/14/2014,473 White Plains Road,473 White Plains Road,White Plains Road,Lacombe Avenue and Patterson Avenue,Bronx,209,BX39,Not Applicable,40.815069,-73.856656,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.90969657372399 40.85412771281362),2,Bronx,205,14,86,33,15,2097,836,Community Health Centers,backless,08/07/2013,57 West Burnside Avenue,57 West Burnside Avenue,West Burnside Avenue,Harrison and Grand Avenues,Bronx,205,BX40,Not Applicable,40.854136,-73.909698,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84393659371456 40.878578705567556),2,Bronx,212,12,83,36,16,3530,584,Bus Route,backed 2,02/04/2017,3575 Boston Road,3575 Boston Road,Boston Road,Tiemann Avenue & E 222 Steet,Bronx,212,BX30,Not Applicable,40.878587,-73.843938,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91619110111093 40.816466521782424),2,Bronx,201,17,84,32,15,1651,537,Senior Center,backed,03/27/2013,416 Westchester Avenue,416 Westchester Avenue,Westchester Avenue,E150th & E151st Street,Bronx,201,Not Applicable,Not Applicable,40.8164665218,-73.9161911011,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.86244358853605 40.86310870900562),2,Bronx,211,13,80,34,14,3573,107,Municipal Facilities,backed 2,05/26/2017,830 Mace Avenue,830 Mace Avenue,Mace Avenue,Bronxwood Avenue & Matthews Avenue,Bronx,211,Not Applicable,Not Applicable,40.863117,-73.862445,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8347783154577 40.837921907411136),2,Bronx,210,13,82,34,14,1400,550,General,backed,03/26/2013,3139 East Tremont Avenue,3139 East Tremont Avenue,East Tremont Avenue,Coddington Avenue & La Salle,Bronx,210,Not Applicable,Not Applicable,40.8379219074,-73.8347783155,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9195165731082 40.80766372177643),2,Bronx,201,8,84,29,15,3821,221,Senior Safety,backed,08/01/2017,502 E 138th Street,502 E 138th Street,E 138th Street,Brook Avenue & Brown Place,Bronx,201,Not Applicable,Not Applicable,40.807672,-73.919518,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.91236457545683 40.82114871901944),2,Bronx,201,17,79,32,15,931,424,General,backless,01/10/2013,3080 Third Avenue,3080 Third Avenue,3rd Avenue,157th and 158th Streets,Bronx,201,BX15,Not Applicable,40.821157,-73.912366,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89872057728151 40.86222671103118),2,Bronx,205,14,86,33,15,1945,1047,BID,backed,05/07/2013,114 East Fordham Road,114 East Fordham Road,East Fordham Rd & 188th Street,E. Fordham Road & 188th Street,Bronx,205,Not Applicable,Fordham Road,40.862235,-73.898722,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90440657269829 40.905802702707845),2,Bronx,208,11,81,34,16,2833,1958,General,backed,12/23/2014,5661 Riverdale Avenue,5661 Riverdale Avenue,Riverdale Avenue,West 258th Street & West 259th Street,Bronx,208,Not Applicable,Not Applicable,40.905811,-73.904408,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92731057023514 40.82547171838267),2,Bronx,204,8,84,29,15,3431,6,Bus Route,backed 2,02/04/2017,799 River Avenue,799 River Avenue,River Avenue,E 153rd Street & E 157th Street,Bronx,204,BX13,Not Applicable,40.82548,-73.927312,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.87824462805186 40.87262787287383),2,Bronx,207,11,80,36,13,2150,1055,General,backed,10/25/2013,322 East 204th Street,322 East 204th Street,East 204th Street,Hull Avenue & Perry Avenue,Bronx,207,Not Applicable,Not Applicable,40.8726278729,-73.8782446281,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85536658961966 40.873839707068434),2,Bronx,212,12,83,36,16,3531,1795,Bus Route,backless,02/04/2017,1100 E Gun Hill Road,1100 E Gun Hill Road,E Gun Hill Road,Yates Avenue & Laconia Avenue,Bronx,212,BX28,Not Applicable,40.873848,-73.855368,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90660557576805 40.831818716911684),2,Bronx,203,16,79,32,15,2691,1403,Municipal Facilities,backed,09/10/2014,1245 Washington Avenue,1245 Washington Avenue,Washington Avenue,East 168th Street & East 169th Street,Bronx,203,Not Applicable,Not Applicable,40.831827,-73.906607,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85479859222623 40.837515713556634),2,Bronx,209,18,87,32,14,2710,2710,Municipal Facilities,backed,08/05/2014,2120 Saint Raymonds Avenue,1504 Olmstead Avenue,Olmstead Avenue,Saint Raymonds Avenue & Starling Avenue,Bronx,209,Not Applicable,Not Applicable,40.837524,-73.8548,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.87537258324643 40.87254270751375),2,Bronx,207,11,80,36,13,3529,201,Municipal Facilities,backed 2,07/03/2017,3177 Webster Avenue,3177 Webster Avenue,Webster Avenue,E 205th street & E 204th street,Bronx,207,Not Applicable,Not Applicable,40.872551,-73.875374,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87933958186356 40.87423470791366),2,Bronx,207,11,80,36,13,2341,1056,General,backed,02/24/2014,3125 Bainbridge Avenue,3125 Bainbridge Avenue,Bainbridge Avenue,E205th & E206th Street,Bronx,207,Not Applicable,Not Applicable,40.874243,-73.879341,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91474657393604 40.83213571735526),2,Bronx,204,16,77,32,15,3217,1994,General,backed,09/18/2015,1150 Morris Avenue,270 E. 167th Street,East 167th Street and College,E. 167th Street and E. 166th Street,Bronx,204,BX32,Not Applicable,40.832144,-73.914748,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85126559420961 40.8193247174913),2,Bronx,209,18,87,32,15,2869,784,Municipal Facilities,backless,12/19/2014,633 Olmstead Avenue,633 Olmstead Avenue,Olmstead Avenue,Seward Avenue & Randall Avenue,Bronx,209,BX36,Not Applicable,40.819333,-73.851267,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.84025259471876 40.88433470435143),2,Bronx,212,12,83,36,16,3576,79,Municipal Facilities,backed 2,06/28/2017,3740 Baychester Avenue,3740 Baychester Avenue,Baychester Avenue,Crawford Avenue & Needham Avenue,Bronx,212,Not Applicable,Not Applicable,40.884343,-73.840254,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82430160108264 40.86466770711481),2,Bronx,210,12,82,36,16,3593,6,Municipal Facilities,backed 2,05/26/2017,4140 Hutchinson River Pkwy E,4140 Hutchinson River Pkwy E,Einstein Loop S,Einstein Loop S & Boller Avenue,Bronx,210,Not Applicable,Not Applicable,40.864676,-73.824303,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4
POINT (-73.91783113369823 40.84878395870788),2,Bronx,205,14,77,29,15,1886,754,General,backed,07/02/2013,1683 Dr. Martin Luther King Jr. Blvd,1683 Dr. Martin Luther King Jr. Blvd,Dr. Martin Luther King Jr. Blvd,W 176th Street & Brandt Place,Bronx,205,BX03,Not Applicable,40.8487839587,-73.9178311337,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91225657490546 40.82135471911796),2,Bronx,201,17,79,32,15,1569,368,General,backed,01/11/2013,3097 Third Avenue,,3rd Avenue,East 157th and 158th Street,Bronx,201,Not Applicable,Not Applicable,40.821363,-73.912258,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8984885773909 40.846218713530746),2,Bronx,206,15,86,33,15,2590,1190,Municipal Facilities,backed,07/01/2014,1866 Washington Avenue,1866 Washington Avenue,Washington Avenue,E. 176th and E. Tremont Avenue,Bronx,206,Not Applicable,Not Applicable,40.846227,-73.89849,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91794775959384 40.815773371338345),2,Bronx,201,17,84,32,15,3562,758,Plaza,backless,09/28/2018,530 Willis Avenue,530 Willis Avenue,Third Avenue,Willis Avenue & E. 148th Street,Bronx,999,Not Applicable,Not Applicable,40.8157733713,-73.9179477596,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.88758558223394 40.83058071642958),2,Bronx,203,17,85,32,15,2886,1010,Municipal Facilities,backless,12/17/2014,1434 Longfellow Avenue,1018 Jennings Street,Jennings Street,Jennings Street and Freeman Street,Bronx,203,BX11,Not Applicable,40.830589,-73.887587,X,AREA OF MINIMAL FLOOD HAZARD,
